Dataset,"#TrainingRelease",%Training,%DefectiveInTraining,%DefectiveInTesting,Classifier,Sampling,FeatureSelection,TP,FP,TN,FN,FPRate,TNRate,FNRate,Precision,Recall,ROCArea,Kappa
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,RandomForest,smote,Yes,41.0,16.0,187.0,372.0,0.07881773399014778,0.9211822660098522,0.9007263922518159,0.7192982456140351,0.09927360774818401,0.511647324037739,0.014147947104001857
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,IBk,noSampling,No,42.0,21.0,182.0,371.0,0.10344827586206896,0.896551724137931,0.8983050847457628,0.6666666666666666,0.1016949152542373,0.4958670785672539,-0.0012190166598943153
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,IBk,noSampling,Yes,44.0,18.0,185.0,369.0,0.08866995073891626,0.9113300492610837,0.8934624697336562,0.7096774193548387,0.10653753026634383,0.5000238552463651,0.01241155318408537
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,IBk,underSampling,No,93.0,73.0,130.0,320.0,0.35960591133004927,0.6403940886699507,0.774818401937046,0.5602409638554217,0.22518159806295399,0.4312372523527237,-0.10266547634230325
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,IBk,underSampling,Yes,86.0,64.0,139.0,327.0,0.31527093596059114,0.6847290640394089,0.7917675544794189,0.5733333333333334,0.20823244552058112,0.47355049559274326,-0.08051752292425572
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,IBk,overSampling,No,56.0,26.0,177.0,357.0,0.12807881773399016,0.8719211822660099,0.864406779661017,0.6829268292682927,0.13559322033898305,0.44481685134603227,0.00531224176602523
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,IBk,overSampling,Yes,59.0,33.0,170.0,354.0,0.1625615763546798,0.8374384236453202,0.8571428571428571,0.6413043478260869,0.14285714285714285,0.5276720857834659,-0.014054311576941321
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,IBk,smote,No,42.0,21.0,182.0,371.0,0.10344827586206896,0.896551724137931,0.8983050847457628,0.6666666666666666,0.1016949152542373,0.4958670785672539,-0.0012190166598943153
BOOKKEEPER,4,44.760011360408974,16.370558375634516,67.04545454545455,IBk,smote,Yes,49.0,20.0,183.0,364.0,0.09852216748768473,0.9014778325123153,0.8813559322033898,0.7101449275362319,0.11864406779661017,0.500178914347738,0.01406313823889828
BOOKKEEPER,5,62.255041181482525,30.611313868613138,72.62996941896024,NaiveBayes,noSampling,No,19.0,5.0,174.0,456.0,0.027932960893854747,0.9720670391061452,0.96,0.7916666666666666,0.04,0.8073154954425169,0.0067600956691901744
